versiculo,localizacao
"Lembre-se do seu Criador nos dias da sua juventude, antes que venham os dias difíceis e se aproximem os anos em que você dirá: ""Não tenho satisfação neles""",Eclesiastes 12:1
"Ninguém o despreze pelo fato de você ser jovem, mas seja um exemplo para os fiéis na palavra, no procedimento, no amor, na fé e na pureza.",1 Timóteo 4:12
"Ouça, meu filho, e seja sábio; guie o seu coração pelo bom caminho. Não ande com os que se encharcam de vinho, nem com os que se empanturram de carne. Pois os bêbados e os glutões se empobrecerão, e a sonolência os vestirá de trapos. Ouça o seu pai, que o gerou; não despreze sua mãe quando ela envelhecer.",Provérbios 23:19-22
"Pois tu és a minha esperança, ó Soberano Senhor, em ti está a minha confiança desde a juventude.",Salmos 71:5
"Não deixe de falar as palavras deste Livro da Lei e de meditar nelas de dia e de noite, para que você cumpra fielmente tudo o que nele está escrito. Só então os seus caminhos prosperarão e você será bem-sucedido. Não fui eu que ordenei a você? Seja forte e corajoso! Não se apavore nem desanime, pois o Senhor, o seu Deus, estará com você por onde você andar"".",Josué 1:7-9
"Comportemo-nos com decência, como quem age à luz do dia, não em orgias e bebedeiras, não em imoralidade sexual e depravação, não em desavença e inveja.",Romanos 13:13
Então Jesus veio da Galileia ao Jordão para ser batizado por João.,Mateus 3:13
"Então, Jesus aproximou-se deles e disse: ""Foi-me dada toda a autoridade nos céus e na terra. Portanto, vão e façam discípulos de todas as nações, batizando-os em nome do Pai e do Filho e do Espírito Santo, ensinando-os a obedecer a tudo o que eu ordenei a vocês. E eu estarei sempre com vocês, até o fim dos tempos"".",Mateus 28:18-20
"No entanto, quando Filipe lhes pregou as boas-novas do Reino de Deus e do nome de Jesus Cristo, creram nele e foram batizados, tanto homens como mulheres. O próprio Simão também creu e foi batizado, e seguia Filipe por toda parte, observando maravilhado os grandes sinais e milagres que eram realizados.",Atos dos Apóstolos 8:12-13
"Pedro respondeu: ""Arrependam-se, e cada um de vocês seja batizado em nome de Jesus Cristo para perdão dos seus pecados, e receberão o dom do Espírito Santo.",Atos dos Apóstolos 2:38
"E disse-lhes: ""Vão pelo mundo todo e preguem o evangelho a todas as pessoas. Quem crer e for batizado será salvo, mas quem não crer será condenado.",Marcos 16:15-16
"Respondeu Jesus: ""Digo a verdade: Ninguém pode entrar no Reino de Deus se não nascer da água e do Espírito.",João 3:5
"Pois em um só corpo todos nós fomos batizados em um único Espírito: quer judeus, quer gregos, quer escravos, quer livres. E a todos nós foi dado beber de um único Espírito.",1 Coríntios 12:13
"Pois Cristo não me enviou para batizar, mas para pregar o evangelho, não porém com palavras de sabedoria humana, para que a cruz de Cristo não seja esvaziada.",1 Coríntios 1:17
"Ouvindo isso, eles foram batizados no nome do Senhor Jesus.",Atos dos Apóstolos 19:5
"Portanto, fomos sepultados com ele na morte por meio do batismo, a fim de que, assim como Cristo foi ressuscitado dos mortos mediante a glória do Pai, também nós vivamos uma vida nova. Se dessa forma fomos unidos a ele na semelhança da sua morte, certamente o seremos também na semelhança da sua ressurreição.",Romanos 6:4-5
"Eu não o teria reconhecido se aquele que me enviou para batizar com água não me tivesse dito: 'Aquele sobre quem você vir o Espírito descer e permanecer, esse é o que batiza com o Espírito Santo'.",João 1:33
"Pois João batizou com água, mas dentro de poucos dias vocês serão batizados com o Espírito Santo"".",Atos dos Apóstolos 1:5
"Deem graças em todas as circunstâncias, pois esta é a vontade de Deus para vocês em Cristo Jesus.",1 Tessalonicenses 5:18
"Vamos à presença dele com ações de graças; vamos aclamá-lo com cânticos de louvor. Pois o Senhor é o grande Deus, o grande Rei acima de todos os deuses.",Salmos 95:2-3
Graças a Deus por seu dom indescritível!,2 Coríntios 9:15
"Quem me oferece sua gratidão como sacrifício honra-me, e eu mostrarei a salvação de Deus ao que anda nos meus caminhos"".",Salmos 50:23
"Dou graças a Deus, a quem sirvo com a consciência limpa, como o serviram os meus antepassados, ao lembrar-me constantemente de você, noite e dia, em minhas orações.",2 Timóteo 1:3
"Sempre dou graças a meu Deus por vocês, por causa da graça que dele receberam em Cristo Jesus.",1 Coríntios 1:4
"Antes de tudo, sou grato a meu Deus, mediante Jesus Cristo, por todos vocês, porque em todo o mundo está sendo anunciada a fé que vocês têm.",Romanos 1:8
"Não andem ansiosos por coisa alguma, mas em tudo, pela oração e súplicas, e com ação de graças, apresentem seus pedidos a Deus.",Filipenses 4:6
O Senhor te abençoe e te guarde; o Senhor faça resplandecer o seu rosto sobre ti e te conceda graça; o Senhor volte para ti o seu rosto e te dê paz.,Números 6:24-26
"dando graças constantemente a Deus Pai por todas as coisas, em nome de nosso Senhor Jesus Cristo.",Efésios 5:20
"Que a paz de Cristo seja o juiz em seu coração, visto que vocês foram chamados para viver em paz, como membros de um só corpo. E sejam agradecidos. Habite ricamente em vocês a palavra de Cristo; ensinem e aconselhem-se uns aos outros com toda a sabedoria e cantem salmos, hinos e cânticos espirituais com gratidão a Deus em seu coração. Tudo o que fizerem, seja em palavra seja em ação, façam-no em nome do Senhor Jesus, dando por meio dele graças a Deus Pai.",Colossenses 3:15-17
Deem graças ao Senhor porque ele é bom; o seu amor dura para sempre.,Salmos 107:1
"Jesus perguntou: ""Não foram purificados todos os dez? Onde estão os outros nove? Não se achou nenhum que voltasse e desse louvor a Deus, a não ser este estrangeiro?"" Então ele lhe disse: ""Levante-se e vá; a sua fé o salvou"".",Lucas 17:17-19
"Mas eu, com um cântico de gratidão, oferecerei sacrifício a ti. O que eu prometi cumprirei totalmente. A salvação vem do Senhor"".",Jonas 2:9
Entrem por suas portas com ações de graças e em seus átrios com louvor; deem-lhe graças e bendigam o seu nome.,Salmos 100:4
"porque, tendo conhecido a Deus, não o glorificaram como Deus, nem lhe renderam graças, mas os seus pensamentos tornaram-se fúteis e o coração insensato deles obscureceu-se.",Romanos 1:21
"Portanto, já que estamos recebendo um Reino inabalável, sejamos agradecidos e, assim, adoremos a Deus de modo aceitável, com reverência e temor,",Hebreus 12:28
"Agora, nosso Deus, damos-te graças, e louvamos o teu glorioso nome.",1 Crônicas 29:13
"Tu és o meu Deus; graças te darei! Ó meu Deus, eu te exaltarei! Deem graças ao Senhor, porque ele é bom; o seu amor dura para sempre.",Salmos 118:28-29
"Porque sou eu que conheço os planos que tenho para vocês', diz o Senhor, 'planos de fazê-los prosperar e não de causar dano, planos de dar a vocês esperança e um futuro.",Jeremias 29:11
"Por isso não desanimamos. Embora exteriormente estejamos a desgastar-nos, interiormente estamos sendo renovados dia após dia,",2 Coríntios 4:16
"Estou convencido de que aquele que começou boa obra em vocês, vai completá-la até o dia de Cristo Jesus.",Filipenses 1:6
"Quando clamei, tu me respondeste; deste-me força e coragem.",Salmos 138:3
"Pois Deus não nos deu espírito de covardia, mas de poder, de amor e de equilíbrio.",2 Timóteo 1:7
O Senhor é a minha luz e a minha salvação; de quem terei temor? O Senhor é o meu forte refúgio; de quem terei medo?,Salmos 27:1
Tudo posso naquele que me fortalece.,Filipenses 4:13
"Nisso vocês exultam, ainda que agora, por um pouco de tempo, devam ser entristecidos por todo tipo de provação.",1 Pedro 1:6
"Por isso, irmãos, em toda a nossa necessidade e tribulação ficamos animados quando soubemos da sua fé;",1 Tessalonicenses 3:7
Do Senhor vem a salvação dos justos; ele é a sua fortaleza na hora da adversidade.,Salmos 37:39
"Por isso, exortem-se e edifiquem-se uns aos outros, como de fato vocês estão fazendo.",1 Tessalonicenses 5:11
"Então o povo respondeu: ""Longe de nós abandonar o Senhor para servir outros deuses! Foi o próprio Senhor, o nosso Deus, que nos tirou, a nós e a nossos pais, do Egito, daquela terra de escravidão, e realizou aquelas grandes maravilhas diante dos nossos olhos. Ele nos protegeu no caminho e entre as nações pelas quais passamos.",Josué 24:16-17
"Anseio vê-los, a fim de compartilhar com vocês algum dom espiritual, para fortalecê-los, isto é, para que eu e vocês sejamos mutuamente encorajados pela fé.",Romanos 1:11-12
"Na sua aflição, clamaram ao Senhor, e ele os tirou da tribulação em que se encontravam. Reduziu a tempestade a uma brisa e serenou as ondas. As ondas sossegaram, eles se alegraram, e Deus os guiou ao porto almejado.",Salmos 107:28-30
"Peçam, e será dado; busquem, e encontrarão; batam, e a porta será aberta.",Mateus 7:7
"E tudo o que pedirem em oração, se crerem, vocês receberão"".",Mateus 21:22
"Portanto, eu digo: Tudo o que vocês pedirem em oração, creiam que já o receberam, e assim sucederá.",Marcos 11:24
"E eu farei o que vocês pedirem em meu nome, para que o Pai seja glorificado no Filho. O que vocês pedirem em meu nome, eu farei.",João 14:13-14
"Ele respondeu: ""Essa espécie só sai pela oração e pelo jejum"".",Marcos 9:29
"Pedro mandou que todos saíssem do quarto; depois, ajoelhou-se e orou. Voltando-se para a mulher morta, disse: ""Tabita, levante-se"". Ela abriu os olhos e, vendo Pedro, sentou-se.",Atos dos Apóstolos 9:40
"Entre vocês há alguém que está doente? Que ele mande chamar os presbíteros da igreja, para que estes orem sobre ele e o unjam com óleo, em nome do Senhor. A oração feita com fé curará o doente; o Senhor o levantará. E, se houver cometido pecados, ele será perdoado. Portanto, confessem os seus pecados uns aos outros e orem uns pelos outros para serem curados. A oração de um justo é poderosa e eficaz.",Tiago 5:14-16
"Orem no Espírito em todas as ocasiões, com toda oração e súplica; tendo isso em mente, estejam atentos e perseverem na oração por todos os santos.",Efésios 6:18
"Não andem ansiosos por coisa alguma, mas em tudo, pela oração e súplicas, e com ação de graças, apresentem seus pedidos a Deus. E a paz de Deus, que excede todo o entendimento, guardará o coração e a mente de vocês em Cristo Jesus.",Filipenses 4:6-7
"Deus os abençoou e lhes disse: ""Sejam férteis e multipliquem-se! Encham e subjuguem a terra! Dominem sobre os peixes do mar, sobre as aves do céu e sobre todos os animais que se movem pela terra"".",Gênesis 1:28
"Criou Deus o homem à sua imagem, à imagem de Deus o criou; homem e mulher os criou.",Gênesis 1:27
"Então disse Deus: ""Façamos o homem à nossa imagem, conforme a nossa semelhança. Domine ele sobre os peixes do mar, sobre as aves do céu, sobre os grandes animais de toda a terra e sobre todos os pequenos animais que se movem rente ao chão"".",Gênesis 1:26
"Então o Senhor Deus declarou: ""Não é bom que o homem esteja só; farei para ele alguém que o auxilie e lhe corresponda"".",Gênesis 2:18
"Por essa razão, o homem deixará pai e mãe e se unirá à sua mulher, e eles se tornarão uma só carne.",Gênesis 2:24
Quem encontra uma esposa encontra algo excelente; recebeu uma bênção do Senhor.,Provérbios 18:22
"Assim, eles já não são dois, mas sim uma só carne. Portanto, o que Deus uniu, ninguém separe"".",Mateus 19:6
"O amor é paciente, o amor é bondoso. Não inveja, não se vangloria, não se orgulha. Não maltrata, não procura seus interesses, não se ira facilmente, não guarda rancor. O amor não se alegra com a injustiça, mas se alegra com a verdade. Tudo sofre, tudo crê, tudo espera, tudo suporta.",1 Coríntios 13:4-7
Não se ponham em jugo desigual com descrentes. Pois o que têm em comum a justiça e a maldade? Ou que comunhão pode ter a luz com as trevas?,2 Coríntios 6:14
"Maridos, ame cada um a sua mulher, assim como Cristo amou a igreja e entregou-se por ela",Efésios 5:25
"Da mesma forma, os maridos devem amar cada um a sua mulher como a seu próprio corpo. Quem ama sua mulher, ama a si mesmo. Além do mais, ninguém jamais odiou o seu próprio corpo, antes o alimenta e dele cuida, como também Cristo faz com a igreja,",Efésios 5:28-29
"Nada façam por ambição egoísta ou por vaidade, mas humildemente considerem os outros superiores a vocês mesmos. Cada um cuide, não somente dos seus interesses, mas também dos interesses dos outros.",Filipenses 2:3-4
"Livrem-se de toda amargura, indignação e ira, gritaria e calúnia, bem como de toda maldade. Sejam bondosos e compassivos uns para com os outros, perdoando-se mutuamente, assim como Deus os perdoou em Cristo.",Efésios 4:31-32
"No Senhor, todavia, a mulher não é independente do homem nem o homem independente da mulher.",1 Coríntios 11:11
"O casamento deve ser honrado por todos; o leito conjugal, conservado puro; pois Deus julgará os imorais e os adúlteros.",Hebreus 13:4
"Acima de tudo, porém, revistam-se do amor, que é o elo perfeito.",Colossenses 3:14
"É melhor ter companhia do que estar sozinho, porque maior é a recompensa do trabalho de duas pessoas.",Eclesiastes 4:9
"Não foi o Senhor que os fez um só? Em corpo e em espírito eles lhe pertencem. E por que um só? Porque ele desejava uma descendência consagrada. Portanto, tenham cuidado: Ninguém seja infiel à mulher da sua mocidade.",Malaquias 2:15
"Se vocês de fato obedecerem à lei do Reino encontrada na Escritura que diz: ""Ame o seu próximo como a si mesmo"", estarão agindo corretamente.",Tiago 2:8
O meu mandamento é este: Amem-se uns aos outros como eu os amei.,João 15:12
"Vocês ouviram o que foi dito: 'Ame o seu próximo e odeie o seu inimigo'. Mas eu digo: Amem os seus inimigos e orem por aqueles que os perseguem,",Mateus 5:43-44
"Amados, amemos uns aos outros, pois o amor procede de Deus. Aquele que ama é nascido de Deus e conhece a Deus. Quem não ama não conhece a Deus, porque Deus é amor.",1 João 4:7-8
